created_at,entry_id,field1,field2,latitude,longitude,elevation,status
2022-09-14T23:21:11+05:30,70,0.00000,0.00000,,,,
2022-09-14T23:21:43+05:30,71,0.00000,0.00000,,,,
2022-09-14T23:22:15+05:30,72,0.00000,0.00000,,,,
2022-09-14T23:22:47+05:30,73,0.00000,0.00000,,,,
2022-09-14T23:23:21+05:30,74,0.00000,0.00000,,,,
2022-09-14T23:23:53+05:30,75,0.00000,0.00000,,,,
2022-09-14T23:24:25+05:30,76,0.00000,0.00000,,,,
2022-09-14T23:24:57+05:30,77,0.00000,0.00000,,,,
2022-09-14T23:25:29+05:30,78,0.00000,0.00000,,,,
2022-09-14T23:26:02+05:30,79,0.00000,0.00000,,,,
2022-09-14T23:26:34+05:30,80,0.00000,0.00000,,,,
2022-09-14T23:27:06+05:30,81,0.00000,0.00000,,,,
2022-09-14T23:27:38+05:30,82,0.00000,0.00000,,,,
2022-09-14T23:28:11+05:30,83,0.00000,0.00000,,,,
2022-09-14T23:28:43+05:30,84,0.00000,0.00000,,,,
2022-09-14T23:29:15+05:30,85,0.00000,0.00000,,,,
2022-09-14T23:29:47+05:30,86,0.00000,0.00000,,,,
2022-09-14T23:30:19+05:30,87,0.00000,0.00000,,,,
2022-09-14T23:30:52+05:30,88,0.00000,0.00000,,,,
2022-09-14T23:31:24+05:30,89,0.00000,0.00000,,,,
2022-09-14T23:31:57+05:30,90,0.00000,0.00000,,,,
2022-09-14T23:32:29+05:30,91,0.00000,0.00000,,,,
2022-09-14T23:33:01+05:30,92,0.00000,0.00000,,,,
2022-09-14T23:33:34+05:30,93,0.00000,0.00000,,,,
2022-09-14T23:34:07+05:30,94,0.00000,0.00000,,,,
2022-09-14T23:34:39+05:30,95,0.00000,0.00000,,,,
2022-09-14T23:35:13+05:30,96,0.00000,0.00000,,,,
2022-09-14T23:35:45+05:30,97,0.00000,0.00000,,,,
2022-09-14T23:36:17+05:30,98,0.00000,0.00000,,,,
2022-09-14T23:36:50+05:30,99,0.00000,0.00000,,,,
2022-09-14T23:37:22+05:30,100,0.00000,0.00000,,,,
2022-09-14T23:37:54+05:30,101,0.00000,0.00000,,,,
2022-09-14T23:38:26+05:30,102,0.00000,0.00000,,,,
2022-09-14T23:38:58+05:30,103,0.00000,0.00000,,,,
2022-09-14T23:39:31+05:30,104,0.00000,0.00000,,,,
2022-09-14T23:40:02+05:30,105,0.00000,0.00000,,,,
2022-09-14T23:40:35+05:30,106,0.00000,0.00000,,,,
2022-09-14T23:41:07+05:30,107,0.00000,0.00000,,,,
2022-09-14T23:41:40+05:30,108,0.00000,0.00000,,,,
2022-09-14T23:42:12+05:30,109,0.00000,0.00000,,,,
2022-09-14T23:42:44+05:30,110,0.00000,0.00000,,,,
2022-09-14T23:43:16+05:30,111,0.00000,0.00000,,,,
2022-09-14T23:43:48+05:30,112,0.00000,0.00000,,,,
2022-09-14T23:44:20+05:30,113,0.00000,0.00000,,,,
2022-09-14T23:44:53+05:30,114,0.00000,0.00000,,,,
2022-09-14T23:45:25+05:30,115,0.00000,0.00000,,,,
2022-09-14T23:45:58+05:30,116,0.00000,0.00000,,,,
2022-09-14T23:46:30+05:30,117,0.00000,0.00000,,,,
2022-09-14T23:47:02+05:30,118,0.00000,0.00000,,,,
2022-09-14T23:47:38+05:30,119,0.00000,0.00000,,,,
2022-09-14T23:48:10+05:30,120,0.00000,0.00000,,,,
2022-09-14T23:48:42+05:30,121,0.00000,0.00000,,,,
2022-09-14T23:49:14+05:30,122,0.00000,0.00000,,,,
2022-09-14T23:49:48+05:30,123,0.00000,0.00000,,,,
2022-09-14T23:50:20+05:30,124,0.00000,0.00000,,,,
2022-09-14T23:50:56+05:30,125,0.00000,0.00000,,,,
2022-09-14T23:51:29+05:30,126,0.00000,0.00000,,,,
2022-09-14T23:52:04+05:30,127,0.00000,0.00000,,,,
2022-09-14T23:52:39+05:30,128,0.00000,0.00000,,,,
2022-09-14T23:53:11+05:30,129,0.00000,0.00000,,,,
2022-09-14T23:53:47+05:30,130,0.00000,0.00000,,,,
2022-09-14T23:54:23+05:30,131,0.00000,0.00000,,,,
2022-09-14T23:54:56+05:30,132,0.00000,0.00000,,,,
2022-09-14T23:55:28+05:30,133,0.00000,0.00000,,,,
2022-09-14T23:56:00+05:30,134,0.00000,0.00000,,,,
2022-09-14T23:56:32+05:30,135,0.00000,0.00000,,,,
2022-09-14T23:57:10+05:30,136,0.00000,0.00000,,,,
2022-09-14T23:57:42+05:30,137,0.00000,0.00000,,,,
2022-09-14T23:58:18+05:30,138,0.00000,0.00000,,,,
2022-09-14T23:58:51+05:30,139,0.00000,0.00000,,,,
2022-09-14T23:59:25+05:30,140,0.00000,0.00000,,,,
2022-09-14T23:59:58+05:30,141,0.00000,0.00000,,,,
2022-09-15T00:01:08+05:30,142,0.00000,0.00000,,,,
2022-09-15T00:01:41+05:30,143,0.00000,0.00000,,,,
2022-09-15T00:02:13+05:30,144,0.00000,0.00000,,,,
2022-09-15T00:02:45+05:30,145,0.00000,0.00000,,,,
2022-09-15T00:03:18+05:30,146,0.00000,0.00000,,,,
2022-09-15T00:03:51+05:30,147,0.02958,0.00739,,,,
2022-09-15T00:04:23+05:30,148,0.00000,0.00739,,,,
2022-09-15T00:04:55+05:30,149,0.00000,0.00739,,,,
2022-09-15T00:05:27+05:30,150,0.00000,0.00739,,,,
2022-09-15T00:06:01+05:30,151,0.00000,0.00739,,,,
2022-09-15T00:06:33+05:30,152,0.00000,0.00739,,,,
2022-09-15T00:07:05+05:30,153,0.00000,0.00739,,,,
2022-09-15T00:07:38+05:30,154,0.00000,0.00739,,,,
2022-09-15T00:08:14+05:30,155,0.00000,0.00739,,,,
2022-09-15T00:08:46+05:30,156,0.00000,0.00739,,,,
2022-09-15T00:09:18+05:30,157,0.00000,0.00739,,,,
2022-09-15T00:09:50+05:30,158,0.00000,0.00739,,,,
2022-09-15T00:10:22+05:30,159,0.00000,0.00739,,,,
2022-09-15T00:10:54+05:30,160,0.00000,0.00739,,,,
2022-09-15T00:11:26+05:30,161,0.00000,0.00739,,,,
2022-09-15T00:11:58+05:30,162,0.00000,0.00739,,,,
2022-09-15T00:12:30+05:30,163,0.00000,0.00739,,,,
2022-09-15T00:13:02+05:30,164,0.00000,0.00739,,,,
2022-09-15T00:13:35+05:30,165,0.00000,0.00739,,,,
2022-09-15T00:14:07+05:30,166,0.00000,0.00739,,,,
2022-09-15T00:14:40+05:30,167,0.00000,0.00739,,,,
2022-09-15T00:15:12+05:30,168,0.00000,0.00739,,,,
2022-09-15T00:15:48+05:30,169,0.00000,0.00739,,,,
2022-09-15T00:16:21+05:30,170,0.00000,0.00739,,,,
2022-09-15T00:16:54+05:30,171,0.00000,0.00739,,,,
2022-09-15T00:17:27+05:30,172,0.00000,0.00739,,,,
2022-09-15T00:18:01+05:30,173,0.00000,0.00739,,,,
2022-09-15T00:18:35+05:30,174,0.00000,0.00739,,,,
2022-09-15T00:19:08+05:30,175,0.00000,0.00739,,,,
2022-09-15T00:19:41+05:30,176,0.00000,0.00739,,,,
2022-09-15T00:20:14+05:30,177,0.00000,0.00739,,,,
2022-09-15T00:20:47+05:30,178,0.00000,0.00739,,,,
2022-09-15T00:21:19+05:30,179,0.00000,0.00739,,,,
2022-09-15T00:21:51+05:30,180,0.00000,0.00739,,,,
2022-09-15T00:22:23+05:30,181,0.00000,0.00739,,,,
2022-09-15T00:22:55+05:30,182,0.00000,0.00739,,,,
2022-09-15T00:23:28+05:30,183,0.00000,0.00739,,,,
2022-09-15T00:24:00+05:30,184,0.00000,0.00739,,,,
2022-09-15T00:24:33+05:30,185,0.00000,0.00739,,,,
2022-09-15T00:25:05+05:30,186,0.00000,0.00739,,,,
2022-09-15T00:25:37+05:30,187,0.00000,0.00739,,,,
2022-09-15T00:26:10+05:30,188,0.00000,0.00739,,,,
2022-09-15T00:26:43+05:30,189,0.00000,0.00739,,,,
2022-09-15T00:27:15+05:30,190,0.00000,0.00739,,,,
2022-09-15T00:27:48+05:30,191,0.00000,0.00739,,,,
2022-09-15T00:28:26+05:30,192,0.00000,0.00739,,,,
2022-09-15T00:28:58+05:30,193,0.00000,0.00739,,,,
2022-09-15T00:29:30+05:30,194,0.00000,0.00739,,,,
2022-09-15T00:30:03+05:30,195,0.00000,0.00739,,,,
2022-09-15T00:30:35+05:30,196,0.00000,0.00739,,,,
2022-09-15T00:31:08+05:30,197,0.00000,0.00739,,,,
2022-09-15T00:31:40+05:30,198,0.00000,0.00739,,,,
2022-09-15T00:32:12+05:30,199,0.00000,0.00739,,,,
2022-09-15T00:32:43+05:30,200,0.00000,0.00739,,,,
2022-09-15T00:33:15+05:30,201,0.00000,0.00739,,,,
2022-09-15T00:33:47+05:30,202,0.00000,0.00739,,,,
2022-09-15T00:34:19+05:30,203,0.00000,0.00739,,,,
2022-09-15T00:34:52+05:30,204,0.00000,0.00739,,,,
2022-09-15T00:35:24+05:30,205,0.00000,0.00739,,,,
2022-09-15T00:35:55+05:30,206,0.00000,0.00739,,,,
2022-09-15T00:36:29+05:30,207,0.00000,0.00739,,,,
2022-09-15T00:37:01+05:30,208,0.00000,0.00739,,,,
2022-09-15T00:37:34+05:30,209,0.00000,0.00739,,,,
2022-09-15T00:38:05+05:30,210,0.00000,0.00739,,,,
2022-09-15T00:39:14+05:30,211,0.00000,0.00739,,,,
2022-09-15T00:39:47+05:30,212,0.00000,0.00739,,,,
2022-09-15T00:40:22+05:30,213,0.00000,0.00739,,,,
2022-09-15T00:40:55+05:30,214,0.00000,0.00739,,,,
2022-09-15T00:41:28+05:30,215,0.00000,0.00739,,,,
2022-09-15T00:42:00+05:30,216,0.00000,0.00739,,,,
2022-09-15T00:42:33+05:30,217,0.00000,0.00739,,,,
2022-09-15T00:43:04+05:30,218,0.00000,0.00739,,,,
2022-09-15T00:43:36+05:30,219,0.00000,0.00739,,,,
2022-09-15T00:44:08+05:30,220,0.00000,0.00739,,,,
2022-09-15T00:44:40+05:30,221,0.00000,0.00739,,,,
2022-09-15T00:45:12+05:30,222,0.00000,0.00739,,,,
2022-09-15T00:45:44+05:30,223,0.00000,0.00739,,,,
2022-09-15T00:46:16+05:30,224,0.00000,0.00739,,,,
2022-09-15T00:46:48+05:30,225,0.00000,0.00739,,,,
2022-09-15T00:47:19+05:30,226,0.00000,0.00739,,,,
2022-09-15T00:47:52+05:30,227,0.00000,0.00739,,,,
2022-09-15T00:48:24+05:30,228,0.00000,0.00739,,,,
2022-09-15T00:48:56+05:30,229,0.00000,0.00739,,,,
2022-09-15T00:49:28+05:30,230,0.00000,0.00739,,,,
2022-09-15T00:50:00+05:30,231,0.00000,0.00739,,,,
2022-09-15T00:50:32+05:30,232,0.00000,0.00739,,,,
2022-09-15T00:51:04+05:30,233,0.00000,0.00739,,,,
2022-09-15T00:51:36+05:30,234,0.00000,0.00739,,,,
2022-09-15T00:52:07+05:30,235,0.00000,0.00739,,,,
2022-09-15T00:52:39+05:30,236,0.00000,0.00739,,,,
2022-09-15T00:53:11+05:30,237,0.00000,0.00739,,,,
2022-09-15T00:53:43+05:30,238,0.00000,0.00739,,,,
2022-09-15T00:54:15+05:30,239,0.00000,0.00739,,,,
2022-09-15T00:54:47+05:30,240,0.00000,0.00739,,,,
2022-09-15T00:55:19+05:30,241,0.00000,0.00739,,,,
2022-09-15T00:55:51+05:30,242,0.00000,0.00739,,,,
2022-09-15T00:56:23+05:30,243,0.00000,0.00739,,,,
2022-09-15T00:56:55+05:30,244,0.00000,0.00739,,,,
2022-09-15T00:57:27+05:30,245,0.00000,0.00739,,,,
2022-09-15T00:57:58+05:30,246,0.00000,0.00739,,,,
2022-09-15T00:58:30+05:30,247,0.00000,0.00739,,,,
2022-09-15T00:59:03+05:30,248,0.00000,0.00739,,,,
2022-09-15T00:59:39+05:30,249,0.00000,0.00739,,,,
2022-09-15T01:00:11+05:30,250,0.00000,0.00739,,,,
2022-09-15T01:00:43+05:30,251,0.00000,0.00739,,,,
2022-09-15T01:01:15+05:30,252,0.00000,0.00739,,,,
2022-09-15T01:01:47+05:30,253,0.00000,0.00739,,,,
2022-09-15T01:02:18+05:30,254,0.00000,0.00739,,,,
2022-09-15T01:02:50+05:30,255,0.00000,0.00739,,,,
2022-09-15T01:03:22+05:30,256,0.00000,0.00739,,,,
2022-09-15T01:03:54+05:30,257,0.00000,0.00739,,,,
2022-09-15T01:04:26+05:30,258,0.00000,0.00739,,,,
2022-09-15T01:04:58+05:30,259,0.00000,0.00739,,,,
2022-09-15T01:05:30+05:30,260,0.00000,0.00739,,,,
2022-09-15T01:06:02+05:30,261,0.00000,0.00739,,,,
2022-09-15T01:06:34+05:30,262,0.00000,0.00739,,,,
2022-09-15T01:07:06+05:30,263,0.00000,0.00739,,,,
2022-09-15T01:07:38+05:30,264,0.00000,0.00739,,,,
2022-09-15T01:08:10+05:30,265,0.00000,0.00739,,,,
2022-09-15T01:08:42+05:30,266,0.00000,0.00739,,,,
2022-09-15T01:09:14+05:30,267,0.00000,0.00739,,,,
2022-09-15T01:09:46+05:30,268,0.00000,0.00739,,,,
2022-09-15T01:10:18+05:30,269,0.00000,0.00739,,,,
2022-09-15T01:10:50+05:30,270,0.00000,0.00739,,,,
2022-09-15T01:12:00+05:30,271,0.00000,0.00739,,,,
2022-09-15T01:12:37+05:30,272,0.00000,0.00739,,,,
2022-09-15T01:13:10+05:30,273,0.00000,0.00739,,,,
2022-09-15T01:13:43+05:30,274,0.00000,0.00739,,,,
2022-09-15T01:14:14+05:30,275,0.00000,0.00739,,,,
2022-09-15T01:14:46+05:30,276,0.00000,0.00739,,,,
2022-09-15T01:15:20+05:30,277,0.00000,0.00739,,,,
2022-09-15T01:15:52+05:30,278,0.00000,0.00739,,,,
2022-09-15T01:16:23+05:30,279,0.00000,0.00739,,,,
2022-09-15T01:16:55+05:30,280,0.00000,0.00739,,,,
2022-09-15T01:17:27+05:30,281,0.00000,0.00739,,,,
2022-09-15T01:17:59+05:30,282,0.00000,0.00739,,,,
2022-09-15T01:18:31+05:30,283,0.00000,0.00739,,,,
2022-09-15T01:19:03+05:30,284,0.00000,0.00739,,,,
2022-09-15T01:19:34+05:30,285,0.00000,0.00739,,,,
2022-09-15T01:20:06+05:30,286,0.00000,0.00739,,,,
2022-09-15T01:20:38+05:30,287,0.00000,0.00739,,,,
2022-09-15T01:21:10+05:30,288,0.00000,0.00739,,,,
2022-09-15T01:21:43+05:30,289,0.00000,0.00739,,,,
2022-09-15T01:22:15+05:30,290,0.00000,0.00739,,,,
2022-09-15T01:22:47+05:30,291,0.00000,0.00739,,,,
2022-09-15T01:23:19+05:30,292,0.00000,0.00739,,,,
2022-09-15T01:23:51+05:30,293,0.00000,0.00739,,,,
2022-09-15T01:24:26+05:30,294,0.00000,0.00739,,,,
2022-09-15T01:26:12+05:30,295,0.00000,0.00739,,,,
2022-09-15T01:26:44+05:30,296,0.00000,0.00739,,,,
2022-09-15T01:27:17+05:30,297,0.00000,0.00739,,,,
2022-09-15T01:27:50+05:30,298,0.00000,0.00739,,,,
2022-09-15T01:28:24+05:30,299,0.00000,0.00739,,,,
2022-09-15T01:28:57+05:30,300,0.00000,0.00739,,,,
2022-09-15T01:29:34+05:30,301,0.00000,0.00739,,,,
2022-09-15T01:30:06+05:30,302,0.00000,0.00739,,,,
2022-09-15T01:30:38+05:30,303,0.00000,0.00739,,,,
2022-09-15T01:31:10+05:30,304,0.00000,0.00739,,,,
2022-09-15T01:31:42+05:30,305,0.00000,0.00739,,,,
2022-09-15T01:32:14+05:30,306,0.00000,0.00739,,,,
2022-09-15T01:32:46+05:30,307,0.00000,0.00739,,,,
2022-09-15T01:33:18+05:30,308,0.00000,0.00739,,,,
2022-09-15T01:33:50+05:30,309,0.00000,0.00739,,,,
2022-09-15T01:34:22+05:30,310,0.00000,0.00739,,,,
2022-09-15T01:34:54+05:30,311,0.00000,0.00739,,,,
2022-09-15T01:35:26+05:30,312,0.00000,0.00739,,,,
2022-09-15T01:35:58+05:30,313,0.00000,0.00739,,,,
2022-09-15T01:36:30+05:30,314,0.00000,0.00739,,,,
2022-09-15T01:37:01+05:30,315,0.00000,0.00739,,,,
2022-09-15T01:37:33+05:30,316,0.00000,0.00739,,,,
2022-09-15T01:38:05+05:30,317,0.00000,0.00739,,,,
2022-09-15T01:38:37+05:30,318,0.00000,0.00739,,,,
2022-09-15T01:39:09+05:30,319,0.00000,0.00739,,,,
2022-09-15T01:39:41+05:30,320,0.00000,0.00739,,,,
2022-09-15T01:40:12+05:30,321,0.00000,0.00739,,,,
2022-09-15T01:40:44+05:30,322,0.00000,0.00739,,,,
2022-09-15T01:41:19+05:30,323,0.00000,0.00739,,,,
2022-09-15T01:41:51+05:30,324,0.00000,0.00739,,,,
2022-09-15T01:42:23+05:30,325,0.00000,0.00739,,,,
2022-09-15T01:42:57+05:30,326,0.00000,0.00739,,,,
2022-09-15T01:43:29+05:30,327,0.00000,0.00739,,,,
2022-09-15T01:44:01+05:30,328,0.00000,0.00739,,,,
2022-09-15T01:44:33+05:30,329,0.00000,0.00739,,,,
2022-09-15T01:45:05+05:30,330,0.00000,0.00739,,,,
2022-09-15T01:45:37+05:30,331,0.00000,0.00739,,,,
2022-09-15T01:46:09+05:30,332,0.00000,0.00739,,,,
2022-09-15T01:47:30+05:30,333,0.00000,0.00739,,,,
2022-09-15T01:48:02+05:30,334,0.00000,0.00739,,,,
2022-09-15T01:48:34+05:30,335,0.00000,0.00739,,,,
2022-09-15T01:49:06+05:30,336,0.00000,0.00739,,,,
2022-09-15T01:49:38+05:30,337,0.00000,0.00739,,,,
2022-09-15T01:50:09+05:30,338,0.00000,0.00739,,,,
2022-09-15T01:50:42+05:30,339,0.00000,0.00739,,,,
2022-09-15T01:51:13+05:30,340,0.00000,0.00739,,,,
2022-09-15T01:51:45+05:30,341,0.00000,0.00739,,,,
2022-09-15T01:52:17+05:30,342,0.00000,0.00739,,,,
2022-09-15T01:52:49+05:30,343,0.00000,0.00739,,,,
2022-09-15T01:53:21+05:30,344,0.00000,0.00739,,,,
2022-09-15T01:53:54+05:30,345,0.00000,0.00739,,,,
2022-09-15T01:54:26+05:30,346,0.00000,0.00739,,,,
2022-09-15T01:54:58+05:30,347,0.00000,0.00739,,,,
2022-09-15T01:55:30+05:30,348,0.00000,0.00739,,,,
2022-09-15T01:56:02+05:30,349,0.00000,0.00739,,,,
2022-09-15T01:56:34+05:30,350,0.00000,0.00739,,,,
2022-09-15T01:57:10+05:30,351,0.00000,0.00739,,,,
2022-09-15T01:57:42+05:30,352,0.00000,0.00739,,,,
2022-09-15T01:58:14+05:30,353,0.00000,0.00739,,,,
2022-09-15T01:58:46+05:30,354,0.00000,0.00739,,,,
2022-09-15T01:59:18+05:30,355,0.00000,0.00739,,,,
2022-09-15T01:59:50+05:30,356,0.00000,0.00739,,,,
2022-09-15T02:00:22+05:30,357,0.00000,0.00739,,,,
2022-09-15T02:00:54+05:30,358,0.00000,0.00739,,,,
2022-09-15T02:01:26+05:30,359,0.00000,0.00739,,,,
2022-09-15T02:01:58+05:30,360,0.00000,0.00739,,,,
2022-09-15T02:02:30+05:30,361,0.00000,0.00739,,,,
2022-09-15T02:03:04+05:30,362,0.00000,0.00739,,,,
2022-09-15T02:03:39+05:30,363,0.00000,0.00739,,,,
2022-09-15T02:04:11+05:30,364,0.00000,0.00739,,,,
2022-09-15T02:04:43+05:30,365,0.00000,0.00739,,,,
2022-09-15T02:05:15+05:30,366,0.00000,0.00739,,,,
2022-09-15T02:05:47+05:30,367,0.00000,0.00739,,,,
2022-09-15T02:06:19+05:30,368,0.00000,0.00739,,,,
2022-09-15T02:06:51+05:30,369,0.00000,0.00739,,,,
2022-09-15T02:07:23+05:30,370,0.00000,0.00739,,,,
2022-09-15T02:07:55+05:30,371,0.00000,0.00739,,,,
2022-09-15T02:08:27+05:30,372,0.00000,0.00739,,,,
2022-09-15T02:08:59+05:30,373,0.00000,0.00739,,,,
2022-09-15T02:09:31+05:30,374,0.00000,0.00739,,,,
2022-09-15T02:10:03+05:30,375,0.00000,0.00739,,,,
2022-09-15T02:10:35+05:30,376,0.00000,0.00739,,,,
2022-09-15T02:11:07+05:30,377,0.00000,0.00739,,,,
2022-09-15T02:11:39+05:30,378,0.00000,0.00739,,,,
2022-09-15T02:12:10+05:30,379,0.00000,0.00739,,,,
2022-09-15T02:12:42+05:30,380,0.00000,0.00739,,,,
2022-09-15T02:13:15+05:30,381,0.00000,0.00739,,,,
2022-09-15T02:13:47+05:30,382,0.00000,0.00739,,,,
2022-09-15T02:15:45+05:30,383,0.00000,0.00739,,,,
2022-09-15T02:16:17+05:30,384,0.00000,0.00739,,,,
2022-09-15T02:16:49+05:30,385,0.00000,0.00739,,,,
2022-09-15T02:17:23+05:30,386,0.00000,0.00739,,,,
2022-09-15T02:17:58+05:30,387,0.00000,0.00739,,,,
2022-09-15T02:18:30+05:30,388,0.00000,0.00739,,,,
2022-09-15T02:19:02+05:30,389,0.00000,0.00739,,,,
2022-09-15T02:19:34+05:30,390,0.00000,0.00739,,,,
2022-09-15T02:20:06+05:30,391,0.00000,0.00739,,,,
2022-09-15T02:20:40+05:30,392,0.00000,0.00739,,,,
2022-09-15T02:21:13+05:30,393,0.00000,0.00739,,,,
2022-09-15T02:21:46+05:30,394,0.00000,0.00739,,,,
2022-09-15T02:22:20+05:30,395,0.00000,0.00739,,,,
2022-09-15T02:22:55+05:30,396,0.00000,0.00739,,,,
2022-09-15T02:23:28+05:30,397,0.00000,0.00739,,,,
2022-09-15T02:24:02+05:30,398,0.00000,0.00739,,,,
2022-09-15T02:24:35+05:30,399,0.00000,0.00739,,,,
2022-09-15T02:25:07+05:30,400,0.00000,0.00739,,,,
2022-09-15T02:25:39+05:30,401,0.00000,0.00739,,,,
2022-09-15T02:26:11+05:30,402,0.00000,0.00739,,,,
2022-09-15T02:26:43+05:30,403,0.00000,0.00739,,,,
2022-09-15T02:27:16+05:30,404,0.00000,0.00739,,,,
2022-09-15T02:27:48+05:30,405,0.00000,0.00739,,,,
2022-09-15T02:28:21+05:30,406,0.00000,0.00739,,,,
2022-09-15T02:28:54+05:30,407,0.00000,0.00739,,,,
2022-09-15T02:29:28+05:30,408,0.00000,0.00739,,,,
2022-09-15T02:30:02+05:30,409,0.00000,0.00739,,,,
2022-09-15T02:30:36+05:30,410,0.00000,0.00739,,,,
2022-09-15T02:31:08+05:30,411,0.00000,0.00739,,,,
2022-09-15T02:31:41+05:30,412,0.00000,0.00739,,,,
2022-09-15T02:32:13+05:30,413,0.00000,0.00739,,,,
2022-09-15T02:32:46+05:30,414,0.00000,0.00739,,,,
2022-09-15T02:33:18+05:30,415,0.00000,0.00739,,,,
2022-09-15T02:33:50+05:30,416,0.00000,0.00739,,,,
2022-09-15T02:34:23+05:30,417,0.00000,0.00739,,,,
2022-09-15T02:34:55+05:30,418,0.00000,0.00739,,,,
2022-09-15T02:35:27+05:30,419,0.00000,0.00739,,,,
2022-09-15T02:36:00+05:30,420,0.00000,0.00739,,,,
2022-09-15T02:36:32+05:30,421,0.00000,0.00739,,,,
2022-09-15T02:37:04+05:30,422,0.00000,0.00739,,,,
